Translator,Field Name,KV NL Value,KV BEFR Value,Lengte KVNL,Lengte KV BEFR,Length difference,Untranslated?,Question to developer,Feedback/suggestion to translator,iOS Field Name,iOS Value,
Ans,an_email__with_kruidvat_login_detail_will_be_sent_to_you,We sturen een mail met je inloggegevens.,Nous vous envoyons un e-mail contenant votre login.,40,51,128%,FALSE,,,,,
Ans,house_number_is_not_valid,Controleer het huisnummer,Veuillez vérifier le numéro de maison,25,37,148%,FALSE,,,,,
Ans,not_valid__card_message,Uit veiligheidsoverwegingen kunnen we deze creditcard niet gebruiken.,"Par mesure de sécurité, nous ne pouvons pas accepter cette carte de crédit.",69,75,109%,FALSE,betaalwijze?,carte de crédit ?,,,
Ans,not_valid__email,Er bestaat al een account met dit mailadres,Il existe déjà un compte pour cette adresse e-mail,43,50,116%,FALSE,,,,,
Ans,version,Versie,Version,6,7,117%,FALSE,,,Version,Versie,
Ans,cvv_error_message,Controleer de CVV-code,Veuillez vérifier le code CVV,22,29,132%,FALSE,,,,,
Ans,activate_tutorial,Instructievideo’s,Vidéos d'instruction,17,20,118%,FALSE,,,OnBoarding,"Instructie
  video's",
Ans,a_reset_link_is_sent_to_your_email,,,0,0,#DIV/0!,TRUE,,,,,
Ans,where_are_you,Wat is je locatie?,Quelle est votre localisation ?,18,31,172%,FALSE,,,,,
Ans,login_activity__skip_button,Sla over,Sauter,8,6,75%,FALSE,,,,,
Ans,login_activity__change_number,<u>Pas nummer aan</u>,<u>Modifier le numéro</u>,21,25,119%,FALSE,,,,,
Ans,use_my_location,Gebruik huidige locatie,Utiliser la position actuelle,23,29,126%,FALSE,,,MyLocationButton,Gebruik huidige locatie,
Ans,no__internet_message,"Oeps, er is even geen internet. Controleer je internetverbinding en probeer opnieuw.","Oups, vous êtes hors ligne. Merci de vérifier votre connexion internet et veuillez réessayer.",84,93,111%,FALSE,,,,,
Ans,no__credit_cards_message,Geen creditcards,Aucune carte de crédit,16,22,138%,FALSE,betaalwijze?,carte de crédit ?,,,
Ans,ingenico_error_was_occurred_please_click_button_to_try_again,"Sorry, we hebben een probleem met de betaling. Probeer nog een keer.","Désolés, une erreur est survenue lors du paiement. Veuillez réessayer.",68,70,103%,FALSE,,,,,
Ans,zip_code_not_valid,Controleer de postcode,Veuillez vérifier le code postal,22,32,145%,FALSE,,,,,
Ans,check,Controleer,Vérifier,10,8,80%,FALSE,,,CheckButtonText,Controleer,
Ans,log_out,Uitloggen,Déconnexion,9,11,122%,FALSE,,,,,
Ans,get_your_card_for_free_from_kruidvat_store_near_your_area,Haal Jouw extra voordeelkaart gratis op in de winkel,Retirez Votre carte maxi avantage gratuitement en magasin,52,57,110%,FALSE,,,,,
Ans,next,Volgende,Suivant,8,7,88%,FALSE,,,Next,Volgende,
Ans,address__not_found_title,"Controleer je adres, huisnummer en/of postcode","Veuillez vérifier adresse, numéro de maison et/ou code postal",46,61,133%,FALSE,,,,,
Ans,address__is_not_valid,Controleer je adresinformatie,Veuillez vérifier l'adresse saisie,29,34,117%,FALSE,,,,,
Ans,loyalty_card_number_hint,Vul de 13 cijfers van je kaart in,Saisissez les 13 chiffres de votre carte,33,40,121%,FALSE,,,,,
Ans,if_you_dont_have_one_enter_your_e_mail,"Als je deze niet hebt, kun je ook een mailadres invullen","Si vous ne les avez pas, vous pouvez également saisir une adresse mail",56,70,125%,FALSE,,,,,
Ans,thank_you_for_registering,Bedankt voor je registreren,Merci pour votre enregistrement,27,31,115%,FALSE,,,,,
Ans,privacy_policy,Privacybeleid,Politique de confidentialité,13,28,215%,FALSE,,,,,
Ans,forgot_password,<u>Wachtwoord aanvragen</u>,<u>Demander un mot de passe</u>,27,31,115%,FALSE,,,,,
Ans,daily_deal_card_text__activate,Activeer,Activer,8,7,88%,FALSE,,,,ACTIVEER,
Ans,daily_deal_card_text__activated,Nu winkelen,Continuer vos achats,11,20,182%,FALSE,,,,,
Ans,daily_deal_card_text__bought,Uitgevoerd,Effectué,10,8,80%,FALSE,,,ButtonLabelExpired,UITGEVOERD,
Ans,use_current_location,Gebruik huidige Locatie,Utiliser la position actuelle,23,29,126%,FALSE,,,,,
Ans,club_membership_input_form_register_card,Registreer Jouw Extra Voordeelkaart,Enregistrer Votre carte maxi avantages,35,38,109%,FALSE,,,,,
Ans,tooltip_message__personal_marketing__news_letter,Nooit meer een aanbieding of actie missen? Blijf per e-mail op de hoogte van alle aanbiedingen van Kruidvat.,Ne ratez plus jamais nos promos en recevant les offres Kruidvat par e-mail.,108,75,69%,FALSE,,,SignForNewslettersGDPRText,Nooit meer een aanbieding of actie missen? Blijf per e-mail op de hoogte van alle aanbiedingen van Kruidvat.,
Ans,tooltip_message__personal_marketing__extra_offers,"Ontvang dagelijks of wekelijks jouw persoonlijke EXTRA aanbieding per email. Met deze verrassende, voor jouw relevante, aanbiedingen krijg je nog meer voordeel dan je al van Kruidvat gewend bent.","Recevez chaque jour ou semaine Votre maxi offre personnalisée par e-mail. Ces offres surprenantes, adaptées à vos préférences, vous permettent de faire encore plus d'économies que vous aviez déjà l'habitude de faire chez Kruidvat.",195,230,118%,FALSE,,,RecieveMethodGDPRText,"Ontvang dagelijks of wekelijks jouw persoonlijke EXTRA aanbieding per email. Met deze verrassende, voor jouw relevante, aanbiedingen krijg je nog meer voordeel dan je al van Kruidvat gewend bent.",
Ans,tooltip_message__personal_marketing__recommendations,Aanbiedingen op basis van je gebruik van onze website en/of app en aankopen online of in de winkel. Zie paragraaf 6 van ons <a href=https://www.kruidvat.nl/privacystatement>Privacybeleid</a>,Offres basées sur votre utilisation de notre site web et/ou appli et sur vos achats effectués en ligne ou en magasin. Voir le paragraphe 6 de notre <a href=https://www.kruidvat.be/fr/politiquedeconfidentialite>Politique de confidentialité</a>,190,242,127%,FALSE,,,,,
Ans,tooltip_message__login_phone_number,We gebruiken je telefoonnumber als we contact met je op moeten nemen over je bestelling en in sommige gevallen om je te informeren over speciale evenementen.,"Nous utiliserons votre numéro de téléphone pour vous contacter au sujet de votre commande et, dans certains cas, pour vous informer d'événements spéciaux.",157,154,98%,FALSE,,,,,
Ans,tooltip_message__login_description,We gebruiken je mailadres om je te informeren over je bestellingen en in sommige gevallen voor aanbiedingen en nieuws op jou afgestemd.,"Nous utilisons votre adresse e-mail pour vous informer de votre commande et, dans certains cas, pour vous envoyer des offres et des nouvelles adaptées à vos centres d'intérêt.",135,175,130%,FALSE,,,InfoText,We gebruiken je mailadres om je te informeren over je bestellingen en in sommige gevallen voor aanbiedingen en nieuws op jou afgestemd.,
Ans,tooltip_message__profile__birthday,We gebruiken je geboortedatum om je leeftijd te controleren. Soms is dit wettelijk nodig. In sommige gevallen gebruiken we je geboortedatum om je aanbiedingen en nieuws passend bij je leeftijd aan te bieden.,"Nous utilisons votre date de naissance pour vérifier votre âge. Parfois la loi nous y oblige. Dans certains cas, nous utilisons votre date de naissance pour vous proposer des offres et des nouvelles adaptées à votre âge.",207,220,106%,FALSE,,,BirthDateGDPRText,We gebruiken je geboortedatum om je leeftijd te controleren. Soms is dit wettelijk nodig. In sommige gevallen gebruiken we je geboortedatum om je aanbiedingen en nieuws passend bij je leeftijd aan te bieden.,
Ans,tooltip_message__profile__password,Hou bij het kiezen van je wachtwoord rekening met het volgende : 1. Maak een wachtwood met minstens 8 tekens. 2.Gebruik minstens 1 letter in je wachtwood. 3. Gebruik minstens 1 cijfer in je wachtwood.,"En choisissant votre mot de passe, tenez compte des choses suivantes : 1. Le mot de passe doit contenir 8 caractères au minimum. 2. Il doit contenir au moins une lettre. 3. Il doit contenir au moins un chiffre.",200,210,105%,FALSE,,,,,
Ans,tooltip_message__profile__avatar,"We gebruiken je profielfoto om de app persoonlijker te maken en wanneer je je winkelwagen deelt, de ontvanger jou herkent","Nous utilisons votre photo de profil pour personnaliser votre appli et, quand vous partagez votre panier d'achats, pour que le destinataire vous reconnaisse.",121,157,130%,FALSE,,,,,
Ans,tooltip_message__profile__gender,We gebruiken je gender om je op de juiste manier aan te kunnen spreken en om te zorgen dat je aanbiedingen krijgt die bij je passen. ,Nous utilisons votre gendre pour pouvoir vous appeler correctement et pour vous envoyer des offres adaptées.,133,108,81%,FALSE,,,GenderGDPRText,We gebruiken je gender om je op de juiste manier aan te kunnen spreken en om te zorgen dat je aanbiedingen krijgt die bij je passen.,
Ans,tooltip_message__address_zip,We gebruiken je adres om te zorgen dat je we je bestelling op de juiste locatie bezorgen. En in sommige gevallen voor aanbiedingen en nieuws op jou afgestemd.,"Nous utilisons votre adresse pour faire livrer votre commande au bon endroit et, dans certains cas, pour vous envoyer des offres et des nouvelles adaptées à vos centres d'intérêt.",158,179,113%,FALSE,,,InfoLabelText,We gebruiken je adres om te zorgen dat je we je bestelling op de juiste locatie bezorgen. En in sommige gevallen voor aanbiedingen en nieuws op jou afgestemd.,
Ans,default_country_code_name,NL,NL,2,2,100%,TRUE,default country > BE ? ,BE? ,ButtonLabelInactive,,
Ans,search_token_or,or,or,2,2,100%,TRUE,,,,,
Ans,rate_app_dialog__positive_button_text,Misschien later,Peut-être plus tard,15,19,127%,FALSE,,,,,
Ans,rate_app_dialog__negative_button_text,Nooit,Jamais,5,6,120%,FALSE,,,,,
Ans,rate_app_dialog__submit_feedback,Feedback verzenden,Envoyer un commentaire,18,22,122%,FALSE,,,,,
Ans,rate_app_dialog__hint,Vertel ons waar we ons kunnen verbeteren,Dites-nous ce que nous pouvons améliorer,40,40,100%,FALSE,,,,,
Ans,rate_app_dialog__submit_text,voorleggen,proposer,10,8,80%,FALSE,,,,,
Ans,rate_app_dialog__cancel_text,Annuleer,Annuler,8,7,88%,FALSE,,,,,
Ans,url_privacy__policy,https://www.kruidvat.nl/privacybeleid,https://www.kruidvat.be/fr/politiquedeconfidentialite,37,53,143%,FALSE,,,,,
Ans,url_privacy__terms_conditions,https://www.kruidvat.nl/algemenevoorwaarden,https://www.kruidvat.be/fr/conditions-generales,43,47,109%,FALSE,,,,,
Ans,url_privacy__eulas,https://www.kruidvat.nl/algemenevoorwaarden,https://www.kruidvat.be/fr/conditions-generales,43,47,109%,FALSE,,,,,
Ans,url_eulas,https://www.kruidvat.nl/algemenevoorwaarden,https://www.kruidvat.be/fr/conditions-generales,43,47,109%,FALSE,,,,,
